shipment_batch_id,shipment_date,shipment_due_date,production_year,target_retail_year,customer,destination,label_code,season,gender,fabric,garment_type,color,garment_units,label_qty,fabric_yards,zipper_button_qty,total_weight_kg,box_count,scenario_tag
SHP-202607-02,2026-07-10,2026-07-10,2026,2027,River Outdoor Co.,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,38344,38344,51764.4,92025,10391.2,38,july_due_day_pressure
SHP-202607-03,2026-07-17,2026-07-17,2026,2027,Mode Basic Partners,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,35769,35769,48288.2,85845,9693.4,35,july_round_trip_candidate
SHP-202607-04,2026-07-24,2026-07-24,2026,2027,North Peak Apparel,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43078,43078,58155.3,103387,11674.1,43,july_heavy_load
SHP-202607-05,2026-07-31,2026-07-31,2026,2027,Urban Trail Korea,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,41800,41800,56430.0,100320,11327.8,41,july_duplicate_guard
SHP-202608-01,2026-08-07,2026-08-07,2026,2027,Daily Cotton Studio,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,32303,32303,43609.1,77527,8754.1,32,supply_and_production_break
SHP-202608-02,2026-08-15,2026-08-15,2026,2027,River Outdoor Co.,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,37354,37354,50427.9,89649,10122.9,37,supply_and_production_break
SHP-202608-03,2026-08-23,2026-08-23,2026,2027,Mode Basic Partners,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,31068,31068,41941.8,74563,8419.4,31,supply_and_production_break
SHP-202608-04,2026-08-28,2026-08-28,2026,2027,North Peak Apparel,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,34112,34112,46051.2,81868,9244.4,34,supply_and_production_break
SHP-202609-01,2026-09-08,2026-09-08,2026,2027,Urban Trail Korea,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36809,36809,49692.2,88341,9975.2,36,supply_and_production_break
SHP-202609-02,2026-09-18,2026-09-18,2026,2027,Daily Cotton Studio,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29471,29471,39785.9,70730,7986.7,29,supply_and_production_break
SHP-202609-03,2026-09-27,2026-09-27,2026,2027,River Outdoor Co.,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,34319,34319,46330.7,82365,9300.5,34,supply_and_production_break
SHP-202610-01,2026-10-08,2026-10-08,2026,2027,Mode Basic Partners,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,40729,40729,54984.2,97749,11037.6,40,supply_and_production_break
SHP-202610-02,2026-10-18,2026-10-18,2026,2027,North Peak Apparel,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,39399,39399,53188.7,94557,10677.1,39,supply_and_production_break
SHP-202610-03,2026-10-27,2026-10-27,2026,2027,Urban Trail Korea,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,40372,40372,54502.2,96892,10940.8,40,supply_and_production_break
SHP-202611-01,2026-11-07,2026-11-07,2026,2027,Daily Cotton Studio,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,42351,42351,57173.9,101642,11477.1,42,supply_and_production_break
SHP-202611-02,2026-11-15,2026-11-15,2026,2027,River Outdoor Co.,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42138,42138,56886.3,101131,11419.4,42,supply_and_production_break
SHP-202611-03,2026-11-23,2026-11-23,2026,2027,Mode Basic Partners,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,33824,33824,45662.4,81177,9166.3,33,supply_and_production_break
SHP-202611-04,2026-11-28,2026-11-28,2026,2027,North Peak Apparel,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39120,39120,52812.0,93888,10601.5,39,supply_and_production_break
SHP-202612-01,2026-12-08,2026-12-08,2026,2027,Urban Trail Korea,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,37547,37547,50688.5,90112,10175.2,37,supply_and_production_break
SHP-202612-02,2026-12-18,2026-12-18,2026,2027,Daily Cotton Studio,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,39044,39044,52709.4,93705,10580.9,39,supply_and_production_break
SHP-202612-03,2026-12-27,2026-12-27,2026,2027,River Outdoor Co.,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,36345,36345,49065.8,87228,9849.5,36,supply_and_production_break
